pair_id,skill,old_description,new_description,has_gt_anchor,gt_anchor_name,gt_anchor_canonical,gt_anchor_score
103,Change management,"Ability to manage DBMS object changes including tables, indexes, views, and procedures during database updates.","Capability to apply Change management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
103,Performance tuning,Expertise in SQL performance tuning to optimize query execution and overall database efficiency across multiple platforms.,"Capability to apply Performance tuning in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
100,SOAP,Needs competency in integrating SOAP web services for data exchange within iOS mobile applications.,"Capability to apply SOAP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
100,Flutter,Missing cross-platform mobile development experience using Flutter as an additional framework for product delivery.,"Capability to apply Flutter in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
100,Android,Lacking secondary experience in Android development to support broader mobile application projects within the team.,"Capability to apply Android in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
100,cloud services,Requires knowledge of developing for cloud platforms and integrating cloud-based features into mobile solutions.,"Capability to apply cloud services in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
100,background communication,Missing experience handling background tasks and communication patterns to ensure seamless iOS app performance.,"Capability to apply background communication in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
108,unit tests,Missing experience in developing unit tests for PHP web applications to ensure high code quality and reliability.,"Capability to apply unit tests in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
108,test automation,Lack of proficiency in implementing automated testing frameworks and writing test specifications to streamline quality assurance processes.,"Capability to apply test automation in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
108,AI development,Inexperience in utilizing AI technologies for software development and integrating AI-based features into web applications.,"Capability to apply AI development in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
121,"Modern architectural styles (microservices, cloud-based, micro-kernel)","Experience in designing distributed, cloud-integrated microservices for large-scale payment systems is required.","Capability to apply Modern architectural styles (microservices, cloud-based, micro-kernel) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
121,"Design patterns (SOLID, GoF, MVVM)","Competency in applying SOLID and GoF principles to ensure clean, maintainable, and scalable backend code architecture.","Capability to apply Design patterns (SOLID, GoF, MVVM) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
121,CI/CD tools and practices,Knowledge of automated build and deployment pipelines to support rapid software delivery in an Agile Scrum environment.,"Capability to apply CI/CD tools and practices in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
121,Oracle,Proficiency in utilizing Oracle databases for high-performance data management within Java-based payment applications.,"Capability to apply Oracle in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
121,MS SQL,Experience in implementing MS SQL database solutions and ORM tools for robust enterprise backend development.,"Capability to apply MS SQL in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
99,Python,"Lacks Python proficiency needed to design, develop, and maintain automated test scripts within various quality assurance frameworks.","Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
99,C#,"Missing C# competency required to build, develop, and implement automated tests for diverse software applications and projects.","Capability to apply C# in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
99,performance testing techniques and tools,Lacks expertise in performance testing techniques and tools required to ensure application stability and reliability before deployment.,"Capability to apply performance testing techniques and tools in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Team Collaboration Skills.",True,Team Collaboration Skills,Team Collaboration Skills,1.0
125,secure coding practices,Competency in security-first development to protect Flutter applications from vulnerabilities throughout the entire software development lifecycle.,"Capability to apply secure coding practices in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
125,encryption standards,Knowledge of implementing secure protocols for data storage and network communication to meet high-security mobile application requirements.,"Capability to apply encryption standards in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
136,English communication skills (average level),Needs intermediate English proficiency to communicate effectively with international customers and handle sales inquiries in the showroom.,"Capability to apply English communication skills (average level) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Speaking Ability.",True,Speaking Ability,Speaking Ability,1.0
142,Data Analysis for Facebook Ad Campaigns,Lacks proficiency in analyzing campaign metrics and daily spend to optimize Facebook account performance and advertising effectiveness.,"Capability to apply Data Analysis for Facebook Ad Campaigns in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Dimensionality Reduction Techniques.",True,Dimensionality Reduction Techniques,Dimensionality Reduction Techniques,1.0
